File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\index.js,"typeis(value, types_)",36,25,7,11,6,0,5,19,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\index.js,hasbody(req),3,3,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\type-is\index.js,"typeofrequest(req, types_)",20,13,4,5,4,0,3,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\index.js,Ultron(ee),5,4,4,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\index.js,"on(event, fn, context)",5,4,4,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\index.js,"once(event, fn, context)",5,4,4,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\index.js,remove(),50,34,25,11,8,0,8,39,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ultron\index.js,destroy(),7,5,5,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\unpipe\index.js,hasPipeDataListeners(stream),10,8,3,4,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\unpipe\index.js,unpipe(stream),29,20,6,7,6,0,3,7,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\utils-merge\index.js,"function(a, b)",7,7,5,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\uws.js,noop(),1,1,1,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\uws.js,"abortConnection(socket, code, name)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\uws.js,emitConnection(ws),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\uws\uws.js,"onServerMessage(message, webSocket)",2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\index.js,"append(header, field)",48,33,9,13,9,0,6,19,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\index.js,parse(header),2,2,1,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\vary\index.js,"vary(res, field)",16,11,3,3,2,0,3,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,"incoming(data, flags)",3,1,1,0,0,0,2,19,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,connection(ws),6,5,5,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,connection(ws),10,6,6,0,2,0,2,13,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,listening(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,open(),3,3,3,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,close(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,"incoming(data, flags)",6,5,6,0,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\README.md,ack(error),3,1,1,0,0,0,2,18,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Receiver.js,"toBuffer(fragments, messageLength)",4,4,4,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Receiver.js,toArrayBuffer(buf),6,5,4,3,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\Sender.js,viewToBuffer(view),8,6,5,3,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\WebSocket.js,"initAsClient(address, protocols, options)",217,167,113,36,34,0,16,33,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\WebSocketServer.js,socketError(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\WebSocketServer.js,"acceptExtensions(options, offer)",16,13,10,2,3,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\ws\lib\WebSocketServer.js,"abortConnection(socket, code, message)",15,14,9,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\example\demo.js,function(),7,6,5,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\lib\XMLHttpRequest.js,XMLHttpRequest(opts),613,384,263,64,76,1,153,778,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-events.js,function(),2,2,2,0,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-request-protocols.js,function(),5,5,4,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\xmlhttprequest-ssl\tests\test-request-protocols.js,function(),11,10,9,1,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\yeast\index.js,encode(num),9,7,7,1,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\yeast\index.js,decode(str),8,6,5,2,2,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\node_modules\yeast\index.js,yeast(),5,4,4,2,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,sortables_init(),10,9,7,3,0,0,1,10,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,ts_makeSortable(t),22,20,15,6,1,0,1,15,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,ts_getInnerText(el),19,18,15,8,1,3,0,8,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"ts_resortTable(lnk, clid)",81,73,57,24,0,1,8,64,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"getParent(el, pTagName)",8,8,7,4,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,sort_date(date),47,45,40,11,0,0,2,24,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"ts_sort_date(a,b)",11,10,8,5,1,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"ts_sort_numeric(a,b)",6,6,6,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"compare_numeric(a,b)",6,6,6,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"ts_sort_caseinsensitive(a,b)",10,10,8,5,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"ts_sort_default(a,b)",10,10,8,5,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,"addEvent(elm, evType, fn, useCapture)",10,10,9,3,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,clean_num(str),3,3,3,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,trim(s),2,2,2,1,0,0,0,0,
C:\Users\Jay\Desktop\Code\BBCInventathonNode\stat.txt\sortable.js,alternate(table),30,24,17,7,0,0,6,48,
